mono_ns,camera_ts_ns,v4l2_timestamp_ns,camera_dequeue_ns,v4l2_flags,v4l2_to_dequeue_ms,flow_send_ns,frame_pipeline_latency_ms,camera_queue_dropped,camera_queue_dropped_total,frame,guide_leg,guide_stage,valid,invalid_reason,bridge_pending,dt_s,features,tracked,inliers,inlier_ratio,t_features_ms,t_lk_ms,t_ransac_ms,t_post_ms,du_px,dv_px,du_norm,dv_norm,yaw_rate_cam_z,scale_rate,lk_height_scale,flow_cam_x,flow_cam_y,flow_body_x,flow_body_y,lever_valid,lever_production_applied,lever_flow_body_x,lever_flow_body_y,lever_pred_flow_x,lever_pred_flow_y,ab_fb_enabled,ab_fb_max_px,ab_fb_checked,ab_fb_pass,ab_fb_ratio,ab_fb_inliers,ab_fb_valid,ab_fb_flow_body_x,ab_fb_flow_body_y,ab_fb_t_ms,ab_robust_valid,ab_robust_flow_body_x,ab_robust_flow_body_y,ab_robust_sigma,ab_robust_mean_weight,ab_robust_downweighted,ab_robust_iters,ab_obs_valid,ab_obs_flow_body_x,ab_obs_flow_body_y,ab_obs_median_ratio,ab_obs_mean_weight,ab_obs_downweighted,quality,luna_m,luna_age_ms,range_to_fc_m,flow_send_x,flow_send_y,flow_sent,stabilised_publish_mode,stabilised_publish_ready,stabilised_publish_source,range_sent,fc_armed,ekf_local_valid,ekf_x_ned,ekf_y_ned,ekf_z_ned,ekf_vx_ned,ekf_vy_ned,ekf_vz_ned,ekf_age_ms,ekf_count,ekf_status_valid,ekf_flags,ekf_status_age_ms,ekf_status_count,ekf_vel_var,ekf_pos_h_var,ekf_pos_v_var,ekf_compass_var,ekf_terrain_var,return_event,rc_zero_seq,worked5_valid,worked5_points,worked5_hcam_m,worked5_du_norm,worked5_dv_norm,worked5_dx_m,worked5_dy_m,worked5_dN_m,worked5_dE_m,worked5_acc_n_m,worked5_acc_e_m,fc_roll,fc_pitch,fc_yaw,fc_gyro_x,fc_gyro_y,fc_gyro_z,fc_gyro_age_ms,fc_gyro_samples,ctrl_target_valid,ctrl_target_x,ctrl_target_y,ctrl_target_vx,ctrl_target_vy,ctrl_target_age_ms,att_target_valid,att_target_roll,att_target_pitch,att_target_yaw,att_target_thrust,att_target_age_ms,outputs_valid,out1,out2,out3,out4,out5,out6,out7,out8,outputs_age_ms,c0_n,c0_bx,c0_by,c1_n,c1_bx,c1_by,c2_n,c2_bx,c2_by,c3_n,c3_bx,c3_by,c4_n,c4_bx,c4_by,c5_n,c5_bx,c5_by,c6_n,c6_bx,c6_by,c7_n,c7_bx,c7_by,c8_n,c8_bx,c8_by
6042383885298,6042371351000,6042371351000,6042383868724,73729,12.5177,6042393302996,21.952,0,37803,145473,0,0,1,0,0,0.008047,330,329,329,1,2.37654,3.34093,0.517819,0.223797,0.00370789,-0.010437,-4.9815e-06,-1.48739e-05,-0.0104797,-0.00145481,1,-0.00184838,0.000619051,-0.000619051,-0.00184838,1,1,-0.0011737,-0.00172808,0.00055465,-0.000120298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0.21,8.81705,0.21,0.114554,0.179729,1,1,1,1,1,1,1,-0.633466,-3.03983,0.11081,0.00828253,-0.0075748,0.000256196,9.97581,36416,1,367,144.591,9104,0,0.000884653,0.00137064,0.000650537,0,0,0,1,329,0.215,-4.16256e-06,-1.26298e-05,-2.71541e-06,8.94951e-07,-2.47704e-06,1.42721e-06,0.0491425,0.1512,0.0172728,-0.0210041,-0.204361,0.000624938,-0.000517282,-0.00140805,8.17958,1,0,0,0,0,0,-1,1,-9.04615e-07,-3.41771e-06,-0.203979,0,8.59045,1,1010,1010,1010,1010,0,0,0,0,10.1969,56,0.000234845,0.000920611,55,-0.00792636,-0.00896324,56,0.00989236,-0.00418564,3,0.0203228,-0.00973511,0,0,0,3,-0.00232137,0.00443133,44,0.00384269,-0.00486983,56,-0.00481711,-0.000221241,56,-0.00234653,0.00108432
6042393917297,6042383303000,6042383303000,6042393894908,73729,10.5919,6042406363999,23.061,0,37803,145474,0,0,1,0,0,0.011952,331,331,316,0.954683,2.41335,4.54566,0.442059,0.256817,0.00337219,-0.0144348,1.39801e-05,-3.54492e-05,0.00627309,0.00188745,1,-0.00296596,-0.00116969,0.00116969,-0.00296596,1,1,0.00110892,-0.00308969,6.07647e-05,0.00012373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0.2,8.72429,0.2,-0.029503,-0.178899,1,1,1,1,0,1,1,-0.633466,-3.03983,0.11081,0.00828253,-0.0075748,0.000256196,23.0256,36416,1,367,157.641,9104,0,0.000884653,0.00137064,0.000650537,0,0,0,1,316,0.205,1.18171e-05,-3.01054e-05,-6.17161e-06,-2.42251e-06,-6.53252e-06,-1.11982e-06,0.049136,0.151199,0.0172331,-0.0210548,-0.204347,0.00035117,0.000507295,8.16282e-05,12.8343,1,0,0,0,0,0,-1,1,-9.04615e-07,-3.41771e-06,-0.203979,0,21.6391,1,1010,1010,1010,1010,0,0,0,0,23.2456,56,-0.000824827,-0.00787633,56,0.00123407,0.0102311,41,0.00387304,-0.00335971,2,0,0,0,0,0,3,-0.0193762,-0.00882101,46,0.00219213,-0.000425847,56,0.00161116,-0.00586058,56,0.00130496,-0.0021901
6042406898818,6042391354000,6042391354000,6042406881762,73729,15.5278,6042417617396,26.2634,0,37803,145475,0,0,1,0,0,0.008051,330,330,330,1,2.49991,3.99395,0.399651,0.249427,-0.0101929,0.0116272,-2.63054e-05,2.43799e-05,-0.00278659,-0.00293858,1,0.00302818,0.00326734,-0.00326734,0.00302818,1,1,-0.00269997,0.00286225,-0.000567367,0.000165926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0.2,1.41675,0.2,-0.0427246,-0.0700918,1,1,1,1,0,1,1,-0.633466,-3.03983,0.11081,0.00828253,-0.0075748,0.000256196,34.2963,36416,1,367,168.911,9104,0,0.000884653,0.00137064,0.000650537,0,0,0,1,330,0.205,-2.22901e-05,2.06993e-05,4.24336e-06,4.56947e-06,5.07958e-06,3.61328e-06,0.0491411,0.151203,0.0171795,-0.0211191,-0.204326,-0.000457895,0.000680295,0.00149465,11.0657,1,0,0,0,0,0,-1,1,-9.04615e-07,-3.41771e-06,-0.203979,0,32.9091,1,1010,1010,1010,1010,0,0,0,0,34.5156,56,0.00263227,0.00316726,56,-0.00844053,0.00225978,56,-0.00471474,0.00101749,2,0,0,0,0,0,1,0,0,47,-0.0035282,0.00352016,56,-0.0033874,0.00117625,56,-0.000587067,0.00726816
6042418168955,6042403300000,6042403300000,6042418153141,73729,14.8531,6042429971653,26.6717,0,37803,145476,0,0,1,0,0,0.011946,333,332,332,1,2.37626,2.59415,0.427281,0.217557,-0.0314178,0.0123138,-7.30832e-05,5.54591e-06,-0.00443557,0.00290604,1,0.000464249,0.0061178,-0.0061178,0.000464249,1,1,-0.00525655,0.000483002,-0.000861251,-1.87534e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0.2,2.50826,0.2,-0.00522219,0.00092718,1,1,1,1,0,1,1,-0.633466,-3.03983,0.11081,0.00828253,-0.0075748,0.000256196,46.6276,36416,1,367,181.243,9104,0,0.000884653,0.00137064,0.000650537,0,0,0,1,332,0.205,-6.19947e-05,4.71851e-06,9.67294e-07,1.27089e-05,3.52058e-06,1.22475e-05,0.0491446,0.151215,0.0171311,-0.0211804,-0.204308,-0.000945318,-7.68891e-05,0.00206865,12.14,1,0,0,0,0,0,-1,1,-9.04615e-07,-3.41771e-06,-0.203979,0,45.2459,1,1010,1010,1010,1010,0,0,0,0,46.8524,56,-0.00667651,0.00180697,55,-0.0042797,-0.0049121,56,-0.00801925,0.00413773,2,0,0,0,0,0,2,0,0,49,-0.00846875,0.00533401,56,-0.00250265,0.00148735,56,-0.00583569,-0.00151467
6042430499971,6042419330000,6042419330000,6042430491656,73729,11.1617,6042441050456,21.7205,1,37804,145477,0,0,1,0,0,0.01603,328,328,328,1,2.57648,3.40232,0.498004,0.226205,-0.014801,0.0100632,-2.63206e-05,3.93782e-05,7.28777e-05,-0.00104694,1,0.00245653,0.00164196,-0.00164196,0.00245653,1,1,-0.00128516,0.00243489,-0.000356796,2.16412e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0.2,4.71824,0.2,-0.000738522,0.0012136,1,1,1,1,0,1,1,-0.631597,-3.04159,0.110892,0.0121639,-0.0116332,0.000621905,1.15908,36417,1,367,1.12042,9105,0,0.000884653,0.00109618,0.00222348,0,0,0,1,328,0.205,-2.23116e-05,3.33628e-05,6.83937e-06,4.57388e-06,7.62184e-06,3.0911e-06,0.0491522,0.151218,0.0170612,-0.0212818,-0.204309,-0.000548676,8.8729e-05,0.000731351,0.986637,2,0,0,0,0,0,-1,1,-9.04615e-07,-3.41771e-06,-0.203933,0,1.37323,1,1010,1010,1010,1010,0,0,0,0,1.37766,56,-0.00103294,0.000145163,56,-0.0031482,0.00827567,56,-0.00235786,-0.000311567,1,0,0,0,0,0,1,0,0,46,-0.000721302,-0.000441172,56,-0.00240262,0.00218147,56,-0.000738673,0.00460442
6042441579663,6042431339000,6042431339000,6042441562885,73729,10.2239,6042452166315,20.8273,0,37804,145478,0,0,1,0,0,0.012009,328,328,328,1,2.39572,3.21943,0.478022,0.221446,0.0169678,-0.00149536,3.91261e-05,-2.52404e-05,0.00551079,-0.000709015,1,-0.00210179,-0.00325807,0.00325807,-0.00210179,1,1,0.00305937,-0.00204468,0.000198698,-5.71061e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0.21,5.62176,0.21,0.0803613,0.129233,1,1,1,1,1,1,1,-0.631597,-3.04159,0.110892,0.0121639,-0.0116332,0.000621905,12.2868,36417,1,367,12.2488,9105,0,0.000884653,0.00109618,0.00222348,0,0,0,1,328,0.215,3.3166e-05,-2.13475e-05,-4.58971e-06,-7.13068e-06,-5.93726e-06,-6.05086e-06,0.0491463,0.151212,0.0170461,-0.0213228,-0.204314,0.000223737,-0.000245556,-0.000504532,10.8677,1,0,0,0,0,0,-1,1,-9.04615e-07,-3.41771e-06,-0.203933,0,12.5332,1,1010,1010,1010,1010,0,0,0,0,12.5376,56,0.0046197,0.00248162,56,0.00813509,-0.00199196,56,0.00443051,-0.00236489,3,-0.0127263,0.00627956,0,0,0,1,0,0,44,0.0027796,0.00220428,56,0.00149078,-0.00236986,56,0.00237854,-0.000950366
6042452933746,6042439337000,6042439337000,6042452910320,73729,13.5733,6042462621058,23.2841,0,37804,145479,0,0,1,0,0,0.007998,331,330,330,1,2.36152,2.456,0.427577,0.217464,0.0318832,-0.0111542,2.77004e-05,-1.15389e-06,-0.0144441,-0.00658761,1,-0.000144273,-0.00346341,0.00346341,-0.000144273,1,1,0.0028401,-0.000185075,0.000623317,4.08025e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0.2,6.53023,0.2,0.0314243,0.0674911,1,1,1,1,0,1,1,-0.631597,-3.04159,0.110892,0.0121639,-0.0116332,0.000621905,22.7332,36417,1,367,22.6946,9105,0,0.000884653,0.00109618,0.00222348,0,0,0,1,330,0.205,2.35228e-05,-1.01309e-06,-2.07682e-07,-4.82218e-06,-1.17993e-06,-4.6794e-06,0.0491451,0.151207,0.0170503,-0.0213337,-0.20433,0.00116492,0.00016729,-0.00111254,10.2554,1,0,0,0,0,0,-1,1,-9.04615e-07,-3.41771e-06,-0.203933,0,22.9449,1,1010,1010,1010,1010,0,0,0,0,22.9493,56,0.000396205,-0.00616005,55,0.00605279,-0.00418981,56,0.0059585,0.00615598,1,0,0,0,0,0,2,0,0,48,0.0111144,-0.00304806,56,0.00709503,-0.000538603,56,0.00328991,-0.00218932
6042463151580,6042451324000,6042451324000,6042463134913,73729,11.8109,6042473462822,22.1388,0,37804,145480,0,0,1,0,0,0.011987,331,330,330,1,2.31944,2.94913,0.512671,0.259502,0.0173798,-0.0115585,3.65893e-05,-2.43988e-05,0.000967193,0.00324041,1,-0.00203543,-0.00305242,0.00305242,-0.00203543,1,1,0.00242171,-0.00218914,0.000630708,0.000153707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0.2,6.93916,0.2,-0.102034,-0.177366,1,1,1,1,0,1,1,-0.631597,-3.04159,0.110892,0.0121639,-0.0116332,0.000621905,33.5727,36417,1,367,33.5341,9105,0,0.000884653,0.00109618,0.00222348,0,0,0,1,330,0.205,3.10256e-05,-2.06875e-05,-4.24094e-06,-6.36024e-06,-5.43993e-06,-5.36711e-06,0.0491397,0.151202,0.0170487,-0.0213386,-0.204339,0.00108612,0.000630199,-0.00119982,10.6571,1,0,0,0,0,0,-1,1,-9.04615e-07,-3.41771e-06,-0.203933,0,33.7976,1,1010,1010,1010,1010,0,0,0,0,33.8021,56,0.00209276,0.000871017,55,0.00541813,-0.00177953,56,0.00245458,-0.00375338,2,0,0,0,0,0,2,0,0,47,7.18227e-05,-0.00360324,56,0.00256547,-0.000112228,56,0.00286196,-0.00336554
6042473997641,6042459346000,6042459346000,6042473981807,73729,14.6358,6042483003225,23.6572,0,37804,145481,0,0,1,0,0,0.008022,331,331,331,1,2.34844,2.61289,0.534041,0.220521,0.0154114,0.00675964,3.45657e-05,1.7642e-05,0.0107053,-0.00109069,1,0.0021992,-0.00430886,0.00430886,0.0021992,1,1,0.00400183,0.0023857,0.000307033,-0.000186501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0.2,7.65626,0.2,0.00219425,0.00165971,1,1,1,1,0,1,1,-0.631597,-3.04159,0.110892,0.0121639,-0.0116332,0.000621905,43.1164,36417,1,367,43.0779,9105,0,0.000884653,0.00109618,0.00222348,0,0,0,1,331,0.205,2.93186e-05,1.49678e-05,3.06839e-06,-6.01032e-06,1.7866e-06,-6.50736e-06,0.0491414,0.151195,0.0170451,-0.0213649,-0.204336,0.000679655,-0.000764652,-0.000463344,9.35453,1,0,0,0,0,0,-1,1,-9.04615e-07,-3.41771e-06,-0.203933,0,43.3368,1,1010,1010,1010,1010,0,0,0,0,0.210834,56,0.00665569,-0.00198915,56,-0.0020428,0.00625394,56,0.0066022,-0.000475825,2,0,0,0,0,0,3,-0.016942,0.00990257,46,0.00377355,0.00772509,56,0.00679117,-0.00161456,56,0.00674308,0.0014362
6042483558581,6042471324000,6042471324000,6042483541488,73729,12.2175,6042493787933,22.4639,0,37804,145482,0,0,1,0,0,0.011978,332,332,332,1,2.31979,2.68926,0.48767,0.21952,-0.0144348,-0.0240021,-4.08582e-05,-5.3407e-05,-0.00205402,0.00213421,1,-0.00445876,0.0034111,-0.0034111,-0.00445876,1,1,-0.00370385,-0.00428093,0.000292752,-0.000177826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0.21,7.05525,0.21,0.0702666,0.131053,1,1,1,1,0,1,1,-0.629857,-3.04322,0.110998,0.0154983,-0.0132702,0.000680444,10.7722,36418,1,367,53.8636,9105,0,0.000884653,0.00109618,0.00222348,0,0,0,1,332,0.215,-3.46553e-05,-4.52715e-05,-9.73337e-06,7.45089e-06,-8.01967e-06,9.26999e-06,0.0491334,0.151205,0.0170451,-0.0213649,-0.204336,0.000679655,-0.000764652,-0.000463344,20.1418,0,0,0,0,0,0,-1,1,-9.04615e-07,-3.41771e-06,-0.203955,0,0.200631,1,1010,1010,1010,1010,0,0,0,0,10.9887,56,-0.000908932,-0.00348189,56,-0.00504666,-0.0058329,56,-0.00192663,-0.00200386,0,0,0,0,0,0,2,0,0,50,-0.000477193,-0.00687232,56,-0.00365031,-0.00387951,56,-0.00350815,-0.00323321
